Sentence	Predicted	Label
Netflixついに契約してしまった	1	1
未だにマグマグ使ってる3歳児と2歳児をどうすりゃいいのか分からず毎日除菌と洗浄してるが…	1	1
職場ではxmind使って、家ではmindnode使ってるけれど、mindnodeの方が格段に使いやすいのと、デフォルトのカーブが好み	1	1
今日は子どもらが早く寝たので勉強しよと思ったが最近の無理の反動で全く何もやる気が起きない	1	1
すげー気合い入れてコンペ用のデザインやってて、凄い熱量の高い見た人が超絶元気になる広告つくろうと思えば思うほどかもめ食堂みたいな雰囲気になってしまう	1	1
今34なんだけれど、34歳というまあまあになってきた年齢からなんかようやく重い重い腰を上げて自分の皮膜というか、客体性みたいなのに順応してそれを生きようと思いはじめた反面、猛烈に足掻いて人生を終えるか本気で考えて行動しない定例行動に陥るかについて今5分だけ考えていますなう。	1	1
自分にも良く学びよく働きな親が居て、それを見て良く学びよく働いてきたけれど子育て中の今、よく働くだけではなんとなく満たされない。思えば幼少期の殆どがおばあちゃんとLEGO制作の思い出だったなと思う。僕が欲しかった親の反応や体験を存分に提供できる環境にはしたいと考えるがこれがまた大変	1	1
可処分時間ガチ勢と可処分所得ガチ勢に怖気づいて、結局それなりに普通の労働をしていくサラリーマン。それが私。\nクラウドソーシングは9月末からはじめ6件納品したが、結局ライティングとデザイン案件が依頼主の人柄傾向的にも一番馬があってる気がするので当面はそれを中心に取り組もうと思う。	1	0
イチハラヒロコ風ミートソーススパゲティにしようと思って長男の良き顔写真を引っ張り出してきて真ん中に好きに生きろ風メッセージを添えてレイヤー作ってたら何やってんだってなって寝る定例をやめないと清々しい朝は訪れないかもしれない 積み上げる自由と積み上げない積み上げも必要 奥行きがある	1	1
今日は暑いくらいの日ですというけど、朝気温が低い限りそんな気にもなれずどうしても厚着をしてしまう	1	1
病院にくると、狸寝入りして本当に寝てしまう娘	1	1
インフルエンザの予防接種をで死ぬとか本当不毛すぎる	1	1
働きたくなさすぎて爆発する\n妻と、「子どもらが朝起きたら高2になってたら」という想定で話をして盛り上がる。私は取り敢えず一日中5時間は眠りたいというと、妻はテレビ見ながら寝落ちしたいと言っていて、この点から見るに、妻の方が精神が豊かで当面の体力もあることが確認できた。	1	1
娘の風邪がうつり、咳が止まらない	1	1
今日の息子は珍しくいうことを聞く。息子も体調崩す可能性を示唆。	1	1
よし寝た！洗濯物たたむ！今日はコンペのデザインやりたい！	1	0
ネットフリックスを契約したのに多忙すぎてみる時間なし！	1	1
全ての家事が終了！達成感で夜更かししないように気をつける！	1	0
おやすみなさい。明日もいい日でありますように。息子が元気で登園できますように、娘の風邪が治りますように。	1	1
おはようございます。さて、今週は本業の片手間にUdemyでフォトショイラレをスキルアップさせます。	1	0
ようやくの昼休憩 咳がつらいので勤務地にて受診、処方薬もらった！これで復活なるか！	1	0
今日は久しぶりの出勤。\n今年定年を迎える結構厳しい先輩社員から「四月からズーム会議中にずっと唇紫に加工して繋がり眉毛にして映ってたのに気づかなかったね」と言われた。気づいてたが、操作ミスでそうなってると思っていた。そんなチャーミングなこと意図的にするとは思わなかった。	1	1
久しぶりに出社したら電車の乗り換えどこなのか忘れててまだ家につけない	1	1
娘がどこかで、オーケーって覚えてきて、どんなに頑張って嫌な時もオーケーオーケー言ってる。	1	1
おはようございます。昨日は娘寝かしつけからそのまま寝落ちしてしまったが、そのおかげで咳症状だいぶ和らいできた	1	1
昼休憩、薬の影響で眠い！	1	1
仕事終わり。今日は格別疲れたといつも言ってしまう。勤務開始ギリギリに星野源聞くのほんとやめたい。その時間なくせばもう少し色々捗るのに…	1	1
咳がひどいが今週末予防接種やし。	1	1
楽しいとか楽しくないとか抜きにして、お、今私は対象物に惑わされてるぞ、と見取り図のように見えたら相談援助も保育も心が負けないと思うのね。	1	1
今日は常務に「力が欲しいか…？」と、九尾か、アームズか、それとも前澤さんか、その他の変種かみたいなこと言われた。	1	1
娘がスーパー可愛いので勤務中は娘のことばかり考えているが、その自乗倍息子の方が可愛いので、逆にもう家に帰りたくない。	1	0
今日は息子の初遠足〔保育園外出〕お弁当の入ったいつもより重いリュックを、一生懸命持つ姿を見るだけでもう泣きそう。	1	1
ようやく昼休憩。面会多い！	1	0
コンペ期限がすぎてデザイン一件取り損ねた←勝てる保証ないけど自信あったのになー\n健康の方が大事なので、次来るチャンスにひたすら成長しよう！	1	1
ドットインストールから最近全然やってないね、とかいうメールきてた。汗	1	1
にしてもランサーズ面白い。調べてるとほんっと沢山の仕事がある。大体なんでもやってみてるけれど普通に月収10万超える感じ。これはうまい、あとやらされ感じゃないのでひたすら楽しい。	1	1
おはようございます。身体は復活しつつあり、だいぶ咳も良くなった。今日はインフルエンザ注射の日！	1	1
Zoom会議終了。	1	1
妻が３階の部屋で国試の在宅模擬試験受けてて、家の中がピリピリしています（ただし3Fのみ）	1	1
ちらっと見に行こうかと思うが、やめておく。	1	1
今日は、イラストをペインターレベルから卒業できるようにする。独学だけだと本当素人の域をいつまでも卒業できない感をただす。苦しい局面である。	1	1
困難と支障の定義をしっかりして記票側と集計側、特に記票側に周知徹底してもらわないと成り立たない（つまり殆ど解決しない）システムを旧システムと呼びたい　なんとかならないのか	1	1
お昼ご飯、ラーメン食べにきました。	1	2
予防接種無事終了！	1	0
アンカーポイントがわからない病気にかかりました。	1	1
息子、娘にチロルチョコのカップをあげたらヌガーを大量に排除してこれどうぞ！とくれた。ありがとう…	1	1
マリオカートに興じていて全然寝る気配なし	1	1
明日は、というか毎週土曜日はこの子らと3人だけのワンオペだが行くところやること決めてない、どうするかなー。	1	1
今日は予想以上にイラレ機能知らなかったことがわかったので、ためになる一日でした。	1	1
組分け帽子の真似してたら気管支炎良くなってなくてむせて死ぬとこだった	1	1
ハッフルパフが一番居心地良さそう	1	1
結局今日一の笑いはLyricoさんのペニーワイズ仮装だな	1	1
今日のツイッターは、開設以来一番楽しい。	1	1
妻に、スネイプ先生に似てるよねｗっていわれて不服	1	1
マクゴナガル先生の最後の方の、すごい魔法早く見たい	1	1
自転車で行く距離の公園行って、お昼は娘にカルボシステイン混ぜた納豆食わせて、長男のマリオカート病にはほとほと呆れつつ、一日を過ごしています。今日は積み上げ猶予なし（＾_＾）	1	0
サブスクってなんだろとおもっても調べない、気になっても注意を逸らさない事も今日はしてみよう。	1	1
今日は抱っこしたりしてて右手しか空いてないので、ひたすら、右手で100件ツイートする。	1	1
ゆるっとどうでもいい会話を投げかけてくる長男。そこにいるか確認してるだけの魔法みたいなものだろうか。	1	1
これ終わったら終わりにするからというマリオカート族の話。約束を破ってるのでゲームは封印する！	1	1
トリックオアトリート！と教え込んだ結果、なぜか息子は「私のバヤイ！（場合？）」と言うようになったが、これなに、保育園で流行ってんのか	1	1
さて、お昼寝終了。もう夜だ、寝かしすぎた。。、	1	1
できることは山ほどあるか、疑わないこと。やらなきゃいけない家事が山ほどあって隠れていたとしても。笑	1	1
スプレーホイップをかけまくって何か食べたい。	1	1
必要火急の芸術の秋。	1	1
昼寝→チップスターという、いつもの流れ	1	0
キッチンの前の定位置	1	1
妻帰宅。	1	1
何もかもうまくいかなかった一日、と妻が言っているが、果たして…笑	1	1
今日はついに自動鼻水吸引器を購入した。お互いの平和のため。	1	0
ようやくご飯できた。さあ風呂入れてくるか。	1	1
さて、皿洗う。	1	1
皿洗いが一番好きかも。って一々やる家事に「一番好き」というタグをつけて内的動機を上げる作戦	1	1
去年の今頃も組分け帽子の話して子育てにシクハクしていた気がする。ゴールは取り敢えず小5と先輩社員から言われたものの…もつか…	1	1
皿洗い終了、ようやく座れる！！！	1	0
座ったら妻がどうぶつの森でカボチャと会話してる	1	1
息子とブルームーン見に行ってきた！寒いので40秒くらい！	1	1
この時の注意点は赤ちゃんに対する気配りです。7分に一回は呼吸の確認とトントンをしっかりしてあげましょう。	1	1
トントンの仕方にも配慮が必要。指の腹で、赤ちゃんの背中の芯を響くように行います。手のひら、手首は赤ちゃんに合わせて固定して、力を入れないようにします	1	1
さて、今日も始まるの巻	1	1
秋冬の朝活ってもう、寒稽古	1	1
さて、大好きな皿片付け、洗濯物たたみから始めます。	1	1
皿終わり！	1	0
洗濯終わり！あとは風呂！	1	1
毎朝のこのテキパキ感、調査兵団になった気分。	1	1
朝読はそろそろ終了を意識して、Udemy、Progateを五分やる。そろそろ怪獣さんたちが起きてくる頃。	1	1
「あなたのデザインに、そして人生にも、空白がたくさんできることを恐れてはいけません。空白は目と魂が憩うところです」\nとても良い学びになる。	1	0
朝は、かにぱんシュガートーストを食べさせました。	1	1
ほぼ10分くらいで勉強が終了したらしく、元気に携帯で蝶々育ててます 息子さん	1	1
さてラミネートして、必要なもの発注しよう 今日も公園に出かける予定になるだろう	1	0
ラミネートが完了した！これで大体どこでも読めるぞ。	1	1
娘への自動鼻水吸い取りが完了。泣くけど風邪の悪化よりは全然マシだ。	1	1
マリオカートを終えた息子が猛烈にピタゴラスで遊び始めた	1	1
ピタゴラスとトミカが本人の鉄板	1	1
仮面ライダーとかウルトラマンなどの殴る蹴る系は対応と説明が面倒なので極力見せない	1	1
ランサーズで100万貯めたら2万円くらいの、おひつが欲しい	1	1
ニヒル牛行きたいけど空いてるかな	1	1
デザインの原則 整列、コントラスト、近接はなんとなくだけど、反復はあまり意識してなかった気がする。	1	1
駅伝寒いなか、辛そうだな?。	1	1
息子によると、ミスフリッターの乱入によりレースをめちゃくちゃにされたため、カーズトミカのレースは終了となったとのこと	1	1
明日在宅勤務じゃなかったらキレてるという事柄が5回くらいある。つまりもう週に三日以上通勤出来ない身体になってるということか。	1	1
マクドナルド、トリチとっても美味しかった。	1	1
この時間まで昼寝してる子どもらってなんなのか…	1	1
さて、夕方のいろいろをはじめましょー。	1	1
大学生の頃ってもう10年以上前の事だけど、あの時の足掻いてる感と、今の足掻いてる感て性質こそ全く異なるけれど苦悩は大体にてる気づき。	1	1
粗大ごみ申し込み12月。	1	1
ベビーゲートもすてる、感慨深い。	1	1
フォントをもっと自由に、と、漠然と思っていたが、反復の理解とコントラストに問題があった。	1	1
妻が仕事に悩んでるらしいが…。	1	1
風呂から出てそう遠くない将来についてそう気落ちしないで話している（定例）	1	1
長男、カーズのベッドタイムストーリー読み終わったのでようやく寝かしつけ	1	1
長男は寝たが、長女が鼻を詰まらせて癇癪を起こしているため再浮上。	1	1
左腕に子どもが寝てても積み上げられる手法の第一人者になる方針を固める私	1	1
まずは基本姿勢、左ももに身体を沿わせて、赤ちゃんとか幼児までの子どもの体圧分散をはかりましょう。	1	1
この時、ももはなるべく高く、立てるようにすると、本人の呼吸も楽ですし、影になってスマホの光を直接浴びずに済むので便利です。	1	1
本人の咳や携帯の光などで起きかかったら、そのままの姿勢からこちらが赤ちゃんをだきかかえながら倒れ込むような姿勢をとってお腹で寝かせるのも効果的です	1	1
一段落	1	1
先ほどまで一回ツイートするたびにチロルチョコ一個食べてた、一回10円以上のツイートをできていたかどうか。	1	1
今月は3万5千円目標と、やや控えめに設定	1	1
商品は小さく生んで大きく育てろと、メーカー勤務時代の部長に言われたこと思い出した。	1	2
特化ブログは中途半端な更新ができない分、一球に必要なエネルギーが半端ない。	1	1
楽しいか、楽しくないかではなく。楽しそうかどうか、が重要。\n基本全部つらい	1	1
明日が週末みたいなもん\nテレワーク、子どもら保育園、妻仕事	1	1
そうだ、アンカーポイント表示されない問題の理由を考えていなかった	1	1
久しぶりにいい感じの眠気が。今日は寝ようかな。嫌なことは忘れる。嫌なこと特にないけど。	1	2
明日は明日の風邪をひく、保育園児の我が子たち	1	1
一か月くらい集中して勉強する時間があれば余裕！と言っている\nそんな時間はあと１０年くらいこないのだ。	1	1
今やるべきことは何だろうと思ったとき、このあがいている感じをしっかりと書き留めておくこと。	1	1
おはようございます。今日はようやくデザイン学習できそう。	1	0
保育園送り終わり、今日は疲れたぜ！	1	0
アンカーポイント問題（定例）についてやらねば。	1	1
ちょっと、コーヒーで小休憩	1	0
思えば、保育園送迎大多数が8時30分ごろに来てるが、皆なんの仕事してんだろう…	1	1
アンカーポイント問題が解決。そもそもアンカーポイントとセグメント、パスの違いを理解していなかった。	1	2
Illustrator　トレース1件が終わった。	1	1
今日のいらない気づき：Illustratorで細かく線の調整している時と献血で、血液を吸い出している時の感覚は大体同じ	1	1
一個　自分の気に入るものを作ってみる。\nイチハラヒロコさん好きなので、そういう感じで。	1	0
加湿器フィルターがきたので、交換して白湯飲んでちょっと休憩したら文字デザインやる	1	1
インスタントコーヒーの80度設定を守れたことが一度もない	1	1
メールアプリをいまだにメニューバーにピン止めしていて、いちいち触ると地獄の意味なし時間が発生するが、長い付き合いなので外せずにいる。	1	1
久しぶりに結婚指輪をして作業すると、海外映画の序盤みたいな雰囲気が流れる（勘違い）	1	0
難聴の子どもにも子守唄は有効なんですよね?。こういうことってあまり教えてくれないよね?	1	1
明日も祝日。つまりは明日も育児。明日は何するかな。	1	1
ようやく子どもらが落ち着いたので、パソコン部屋で一人チロルチョコ食べて心から癒されている	1	0
よくわからない気温だなー。	1	1
トレース2件目終了。	1	2
Udemy目標まで見られたので、家の事やります	1	0
夕飯の買い出し、炊事、風呂準備やってきます！	1	1
今日は文字の簡単なデザインが作れたので良かった！あと背景に上手く合わないなあ！と思ってだけれど、それはアウトライン化したから当然の結末だったということもわかった！つまり結果を先に見たいという気持ちをぐっとこらえてここのとこはあ辛抱だということを学んだ。	1	2
炊事終了	1	1
風呂の準備、お迎え準備が完了。	1	1
今日はコープで半額になっていた野菜炒めとアジフライ、ハムとほうれん草のソテー、ブロッコリー、枝豆（ほぼ原料）	1	2
また雨。。。。	1	1
会議終了、お迎えだー！	1	1
今日はバブ入れる…今日はバブ入れる…	1	1
来月のカード引き落とし代マズいな買い物は控えよ…	1	1
今日の千代田線行きも帰りもキモイな	1	1
ダイエット必須イベント海が発生した	1	1
もれぞう	1	1
フジロックの田中みさきのTシャツ超欲しい	1	1
社会人になって、後輩指導経験のない人の下につく、辛さ	1	2
総武線に片桐はいりおる	1	1
誰か木馬座のキーマカレー食べに行こうよ	1	1
ソーセージパンって温めないの？	1	1
相手を置いてけぼりにして、要点をおさえて説明する気になってる人には、ならないぞ	1	1
Kindle買おうかなあ、悩	1	1
また、飲んでしまった	1	1
明日のマルサリス楽しみすぎて有給取ったかんな	1	0
登戸大丈夫か！？	1	1
林檎ちゃん聴いてると自分がいい女になった錯覚に陥る	1	2
引きが強すぎる	1	1
バンドしたいよう	1	1
まーた、飲んだよ	1	2
すーぐ、オタク爆発する	1	1
青野くんに触りたいから死にたいを早く全巻揃えたい	1	1
とりあえず、気持ちを落ち着かせるためにツイートしてました、すみません	1	1
山ちゃん、別に全然よくない？	1	1
野獣とか言われているけど、割と野獣好きだから、山ちゃんはあんまり野獣み感じない笑笑	1	1
根拠のある自信と落ち着き深みのある趣味のある方が好き	1	1
夏に向けていよいよ絞らねばならぬし、なんなら再来週3キロ走るイベント発生	1	1
Sue's Changesやりたいよう	1	1
電車に割と出没する混んでいようが自分は頑なに動かないマン、転生してほしい	1	1
ディズニーおそろっぴする	1	2
再来週のランニング用のスポーツウェア揃えたけど、我ながらかなり可愛いし、好みの色調、アガる、後はキャップだけ	1	0
太陽のトマト麺、先輩に酷評されたけど、結構すきなんだよなー	1	1
髪色暗くしたい	1	1
丸香のおうどん食べたい	1	1
こないだ先輩に連れて行ってもらったおでん屋さん…、ミシュラン☆…、お料理もさることながら、すてきな店長さんだったから、仲良くなりたいなあ…	1	0
先輩方みたいに営業車ほしい	1	1
ベース引き語りとかすごいなあ・・・	1	2
タマザラシ可愛いのんなあ・・・	1	2
今更ちゃんと上原ひろみを聴いてる	1	2
根性論、あんま好きじゃない	1	1
気になってた、純喫茶のモーニングで立ち直ってきた	1	1
生茶の付録可愛い良き、ぽちゃっこ手に入れなきゃ	1	0
鴨川も行きたい・・・	1	1
たまたま流れてきて、死ぬほど練習したDiscommotionリベンジしたくなった昼下がりなあ・・・	1	2
月～金頑張ったから、こんくらいの楽しいアピールは許して	1	2
住民税来たー	1	1
放置プレイきらい	1	1
最寄駅からとほ30分のお客さん渡すなら、車くれ	1	1
IKEAで買った家具、全然手じゃねじ入らねえし、何なんだよ、電動ドライバー即ポチしたわ	1	1
風邪ひいた、気持ち悪い、満員電車やばば	1	1
昨日飲んだ店、大音量でコルトレーンずっと流してたから、気になりすぎてあんまり人の話聞いてなかった・・・	1	1
誰か良い美容院紹介してください・・・変にされている気がする、ナウです	1	1
うさぎの名前だけ決めたんだ・・・	1	2
髪色が紫色すぎて、やばいよう、あの美容院ー	1	1
浴衣が！！！！！！着たい！！！！！！！夏！！！！！	1	1
ボボボーボボーナス	1	2
日照不足で根腐れを起こし、落ちていくー	1	1
なんか、仕事へのモチベーションが分からん	1	1
わがままにすぎないのかなー	1	1
自分が直接言われてるわけじゃないんだけど、高圧的に脅せば動くと思ってんのかな、その考え方が無理・・・	1	1
先輩の紹介で、保険会社の方とお会いしたけど、保険会社に対する印象が変わったなあ	1	1
支払いがひどい、ちゃんとお金大事にしよう	1	1
いろんなお店が桃のグラスデザートしていて、桃欲が凄い高まる	1	0
友達の彼氏さんが流してくれる不動産、資産形成系のツイートすごくためになる、人生設計だいじよなあ	1	1
赤坂でひたすら唐揚げを貪るのか、ふふふ	1	2
桃の湯剥きはまりそうな夏	1	2
やっぱり・・・ウサギ買おうか	1	1
早出の申告制度をいきなり導入し、それに対して適当に対処したのに、そこの客に早出する必要はないといわれましても・・・	1	1
満員電車で腋臭の男と場所詰めない女、しんで	1	1
ドラッグクイーンのメイク動画見るとめちゃくちゃ元気出るよな	1	1
同調圧力しね	1	1
コメダ珈琲の海老かつパンうますぎ	1	0
忖度の使い道・・・	1	1
元気なくなった	1	1
ネイルしたい・・・	1	1
大爆発アカウントだよ	1	1
特に嫌なことはないし、むしろお盆休み満喫	1	2
クレイジージャーニーおもろすぎ	1	1
浮雲の曲好き率高すぎる	1	2
なんか悪いことしたのかなあ・・・、今までこんなぞんざいに扱われるようなダメな奴だったか・・・	1	1
書いて整理しないと色んな感情が爆発しそうだったので、すみません、マルマインだわ	1	1
仕事、ちゃんと教えてもらいたいなあ	1	1
ありがとう言えない奴は、本当に無理	1	1
半休とっちゃった	1	1
また何も前知識なしで仕事ふられたなあ、もうあいつには聞かねーけど	1	1
10人中9人無害な人がいても、1人が有害だと、しんどいんだよな・・・、無害な人に目を向けなよって言われても厳しいんだよな	1	1
アジフライすっごい立派だったし、うますぎたけど、胃で暴れだした	1	0
大量の冷凍野菜ゲット	1	1
サンリオの列車めっかわ	1	2
モラハラ先輩いきなり仕事をしなくなる	1	1
どこも冷房強すぎる	1	1
ほんとにカレンちゃんが好きすぎる	1	2
LIMINE10パーセントオフが私を狂わせた	1	2
コロッケだと思ったら、メンチカツだった時の喜びたるや、やれ嬉しや	1	1
ブルゾンちえみみたいに無駄にスカした写真撮りてえ	1	1
ちょっくら軽井沢行ってくる	1	2
みっくちゅじゅーちゅ、夏終わりに聞いて最高なことに気づいた	1	0
今にいきませう	1	1
てか、久しぶりに開いた	1	2
叩く機会つくろうかな	1	1
ヴァンヘイレンまだ65歳だよ、、、	1	1
受かったぞあああああ	1	1
遅延しすぎ。新幹線は遅延したことなかったぞ頑張れよ電車。	1	1
カーペンターズが好きだと気が付いた。	1	1
控えめに言って鰻食べたい。	1	1
稲川淳二何言ってるか聞き取れなくて全然怖くないのって私だけ？？？	1	1
昨日の朝のニュースで、150人乗ったトラックと電車が衝突っていう見出しがあって混乱してたんだけど、あれ完全にミスだろ。	1	1
今日えらい疲れてるなあと思ったら2万7千歩超えてた、納得した。	1	1
おばあちゃんに席を譲られたんだけど…えっと、妊婦に見えた？？、、？(混乱)	1	1
今、多分日本で3番目くらいに動揺してる	1	1
今まで、唯一ファンレターを送ったことがあるのがさくらももこさんなのでかなりショック。	1	1
今だけはカラオケでオレンジジュース片手に大騒ぎしたい気分。	1	1
初めて地震の通知が鳴ったんだけど、あの音でかなり怖さが増す。心臓に悪い。	1	1
何が、これからのご活躍をお祈りしていますだよ?。\nどうでもいいわ?。	1	1
多分私今年の世界一断捨離苦手で賞ノミネートされるな。	1	1
体調管理も業務の責任範囲って言われてもさ、\n\nこっちも健康状態の時と変わりなく普通に生活してたら急に喉痛くなって熱出たんですよ。好きでウイルス採集してる訳じゃないんですよ。\n\nそもそも極寒の外での仕事で風邪引いたんでむしろ責任取ってくださいと言いたい。	1	1
?が達成できるまで固形物食べれないって決めたけど終わりが見えないから餓死しそう。	1	1
最近急に吐いたり、吐くまではいかない吐き気が急にくるのが本当にもうアルコールもダメになったし胃に優しくし接しよっと。	1	1
今猛烈に、ちょっと素朴な味のバター風味クッキーみたいなのが食べたい。	1	1
うるせえやってらんねえよ！って小室さんもやけ酒してるのかな。	1	1
熱が出ないインフルについて詳しく聞きたい	1	1
このタイミングで、レタス系統の生野菜食べると気持ち悪くなる事が判明した。好きなのに身体が受けつけないのはキツイ。	1	1
お金がないのでそもそも覚醒剤に手を出すことが出来ない。	1	1
どこでその人が降りる予定かパッと見てすぐわかる札とかが電車の席上にはあるべき。\n足が死んでる人には助かる機能。	1	1
真面目な社会人なので22時代には布団の中	1	1
年パスをついに買うかもしれない	1	1
タバコ休憩あるならお菓子休憩作れってみんな言ってます。	1	1
東京テレポート駅目指してたのに気がついたら武蔵小杉にいて遅刻確定。	1	1
迷子のプロなので、訪問行くたびにこの先も迷い続けると思う。グーグルマップ以外の良い地図誰か教えて。	1	1
せっかくの休みなのに、順番にホテルで殺される夢を見て疲れた。\nしかも最後に私はドラゴンに宇宙まで飛ばされたっていうすごいチープな完結。	1	1
自分も勿論周りも皆んな電車でスマホいじるけど、スマホがなかった時代って電車でみんな何してたのかしら	1	1
誘拐の時に口を塞いで縛るみたいなシーンよく映画とかであるけど、鼻詰まってたら普通に呼吸できず死なないの？って鼻が詰まるたびに考える	1	1
隣のひとのくしゃみもアラームも聞こえるなんてなんて素晴らしい家なの？	1	1
土日の出勤＝死ってネットでよく見るけど、病院勤めの友達は台風だろうがなんだろうが、その子が出勤しない＝患者の死　になってしまうから出勤しないほうがいいとも言えず苦しい。	1	1
ハロウィンのギャル、いいねえ?。\nもっと谷間出してスカートの丈短くしてこ。\n見えないギリギリエロラインで攻めて欲しい。よい。	1	0
よく考えたら1時間で5千円稼げたじゃんラッキィ?	1	0
久しぶりに仕事でわくわくわくわっしょい。これ成功させちゃったらそれ以上のこと出来なそうで仕事辞めそうなレベル。	1	0
髪の毛15センチ切って、人生初のショートにしたけど、このままずっとショートでいる気がしてきた。\n毛がないのってラクだから全員にオススメしたい。	1	0
今日は12分間ブチ切れられまして、怒の感情がどれだけ無駄かわかりました！日本語が通じない吉本の社長に似た感じのおじ様って一定数いらっしゃるよね！M1のキレられ芸なのかっていうくらい全部にキレられて笑ってしまいました！本当に皆んなハッピークリスマス	1	1
１０万円自由に使っていいよって言われても買い物する気にならん日??。\nショッピングがストレスになる日とならない日の比率4:6。\nブランドのロゴ、ランダムに全部張り替えたら皆違い分からないんじゃない？って思っちゃう\n\nハイブランドを選ぶ理由が高いから意外わからん日や?辛い?無印良品でいい	1	1
色んな洋服屋入って思ったけど、細くて可愛かったら何でも似合う。\n細くて高身長なマネキンが似合う服が自分に似合うと勘違いしたら負け。	1	1
貞子見て思ったけど、幽霊って大体黒髪のロングヘアだから、茶髪のショートヘアにしてたら幽霊にならずにちゃんと成仏できる気がする。\nココルルとか着てる金髪の幽霊とか居ないの？ギャルは未練なく成仏するの？色々気になる	1	1
会社の40代の先輩様が、\n「冷蔵庫のハーゲンダッツの抹茶がない！私取っておいたのに！事件だー！」\nって騒いでたけど、まあまさか私が食べましたとは言えなかったよ。何週間か置いてたから忘れてるのかと思っちった。テヘペロ。そのアイス私の友達が差し入れでくれたやつだしまあいいだろう！黙っとこ	1	1
人生を豊かにするために、なんでもやってみたら良いんじゃないですか。って一言、しっかりぐっさり刺さりました。いつ死ぬか分からないからね毎日豊かにしなくちゃな??。	1	1
反社の人って判断なんて不可能に近いんだから反省しなくていいよって言いたくなるな	1	1
パラサイト見たけど、何より一番衝撃を受けるのは留学に旅立ったあの友達だと思う	1	1
社長の前でプレゼンする日でも化粧をしない女の子へと成長してしまった。	1	1
小中高大とあまり恋愛ドラマや俳優とかにも興味なく過ごしていたけれど、社会人になってから恋愛ドラマ見ればトキメくし佐藤健のラインにもまんまとハマってるしこの先大丈夫なのだろうか。	1	1
薄ムラサキ色のサングラスして、タイトなジーンズ履いてるイケイケな感じの金髪のお兄さんが、めっちゃ笑顔で改札で手を振ってて彼女に振ってるのかなと思ったらおばさんで、たぶんあれはお母さんだったしめっちゃ心が和んだ。	1	3
今日は、ジョンレノンが隣の横並びの席にいて一緒に写真を撮って欲しいとお願いしたら３枚で５万円と言われ、それが高すぎるのか普通なのか分からず母親に相談する夢見たな。\n\nナニコレ	1	1
自分の身長と同じサイズの傘持ってる3歳くらいの子がいた可愛い子供欲しい4人くらい。	1	0
子供四人くらい欲しいんだけど、無痛分娩の体験談聞いてるだけでも麻酔とか血の話を聞くと血圧下がってきて気持ち悪くなってくるから、先が思いやられるナ。	1	1
料理が苦手なんだけど、昨日頑張ってハンバーグと鳥の照り焼きとブロッコリーとツナの和え物とオクラとみょうが和え作ったら3時間半以上かかった。料理できない人が成長する過程のチャンネルでも作るか?！！\nレシピ通りに作ったら真っ黒なやばい塊出来きるし、料理は化学って本当だね。＾＾	1	1
コロナの今の時代、ウォーキングデッドみたいなもん。ゾンビにならないだけで。	1	1
仕事も恋愛も、はじめは感じなかった違和感を覚えると、それから段々崩れていく気がする。かといって、違和感がゼロのその対象が見つかるかどうかは分からないから切り替えようってなるのも別の話な気もするよねきっと。そんなことよりうちの猫が可愛く撮れた。	1	1
個人的には、ロックダウンでOK\n\n\n\n\n	1	0
誰か土日オンライン飲み会しよ\n\n今しか無さそうだしやってみたい\n\n\n	1	1
昔から金曜ロードショーがジブリだとその週はワクワクだし、今もジブリジブリ?って言う気持ちだけで仕事後少し頑張れる	1	1
1万体の死体を見たらみんな危機意識持つのかな。イタリアの状況、他人事じゃないよな。在宅勤務強く希望って申請した。良く考えたら肺炎過去に2回くらいなったことあるし、気管支弱い人だったワタシ。	1	1
明日から急に、お店に物が並ぶ姿が見られなくなるかもと思ったら寂しくなったので駅でお惣菜を二つ買った。	1	1
(整形否定派ではない)\n久しぶりにオフィスで見かけたお洒落で鼻高くて目が切れ長で私のタイプのおば様がナチュラルではあり得ない二重幅になっててショックだった。推しの顔がタイプじゃなくなり推せなくなった寂しさに近い。鋭いけど笑うとなくなる目が好きだった、でも彼女が幸せならOkです\n\n\n	1	1
なんか、あれじゃない？地球がもうそろそろ終わり\n\n迎える時期なんじゃない？\n昨日の熱は下がり一旦ほっとしてる。	1	1
微熱が３日ほど続いているのと肺炎経験者で弊社から感染者出たから、東京の相談センターに電話したけど、検査対象者の基準も、過去に検査した人はどういうルートだったのかも、すべての質問に”分かりかねます”と言われた。唯一言われたのはかかりつけの病院にまずは電話してから行ってみてください。	1	1
もしも今都市直下型地震とか来たら、ニホン、ジ、エンドだろうなあ。	1	1
よーし4キロ太ったから6キロ痩せよーっと。	1	1
はいかいいえで答えられる質問をしてるのに、それ以外の長ったらしいことしか回答しない人ってどうしちゃったの？\n仕事スムーズにさせるために、はいかいいえで答えられるようにしてるのに、本当に無駄な時間になってしまうよこれだと社会人歴30年目くらいなんだからしっかりしてほしいなっ\n	1	1
アビガンは、奇形児が生まれる確率がグッと高くなるから子供産む予定の人は飲まない方がいいっていう情報を最近得た。\nこのコロナを経て、”人はどう情報を得て飲み込むのか”がいかに 重要かがわかってきた感がある。	1	1
ずっと家にいたら頭おかしくなってきた、笑笑\n\n	1	1
